CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Avg_Utilization_Ratio
720893958,49,F,4,Uneducated,Single,Less than $40K,Blue,3,1544,999,4215,0.647
769709058,60,M,1,Uneducated,Single,$60K - $80K,Blue,2,3618,972,4228,0.269
711005583,37,M,3,High School,Single,$80K - $120K,Blue,2,3437,1064,5110,0.31
826548708,50,M,2,Graduate,Single,$80K - $120K,Blue,3,5965,622,4637,0.104
711093408,46,F,2,Doctorate,Married,Less than $40K,Blue,3,2644,1517,4815,0.574
712831908,59,F,1,College,Married,$40K - $60K,Blue,2,3481,603,4556,0.173
780222408,49,F,5,Graduate,Unknown,Less than $40K,Blue,3,3272,2085,4444,0.637
714181008,35,F,0,Graduate,Married,Less than $40K,Blue,2,3019,1462,4509,0.484
772346358,52,F,3,Uneducated,Single,Less than $40K,Blue,1,1801,0,5047,0
717489033,27,F,0,High School,Single,Less than $40K,Blue,1,1438.3,0,2641,0
710969433,41,F,1,Uneducated,Married,Less than $40K,Blue,2,2909,1201,4230,0.413
715807383,45,F,4,Post-Graduate,Single,$40K - $60K,Blue,3,4688,0,5248,0
711807333,37,F,2,College,Single,Less than $40K,Blue,1,1438.3,0,3948,0
816086508,47,F,2,Unknown,Married,Less than $40K,Blue,3,1438.3,0,4624,0
714424533,41,F,4,Graduate,Married,Less than $40K,Blue,2,1655,0,2156,0
779536233,47,F,4,Graduate,Divorced,$40K - $60K,Blue,1,1438.3,601,4669,0.418
710794983,41,F,3,High School,Single,Unknown,Blue,1,4745,1157,4705,0.244
779890833,51,F,2,High School,Divorced,Less than $40K,Blue,1,1438.3,0,4866,0
779837808,53,F,2,High School,Married,$40K - $60K,Blue,4,5182,2500,5012,0.482
713748708,46,F,3,Graduate,Single,Less than $40K,Blue,2,1438.3,0,1757,0
709123908,43,F,2,Graduate,Married,$40K - $60K,Blue,3,4287,0,4874,0
816476658,54,F,2,Unknown,Married,Unknown,Blue,4,1812,1798,2921,0.992
743800833,53,F,3,College,Married,$40K - $60K,Blue,1,2304,1144,4505,0.497
806415183,51,F,0,Doctorate,Married,Unknown,Blue,3,13623,1432,4534,0.105
794054058,50,F,2,Graduate,Single,Less than $40K,Blue,1,2765,0,4010,0
771907158,54,M,5,Unknown,Married,$120K +,Blue,1,3731,1903,4667,0.51
815789883,46,F,3,College,Single,Less than $40K,Blue,3,2485,861,4728,0.346
712177908,50,F,4,College,Single,Less than $40K,Blue,3,2446,1763,4310,0.721
711234783,44,F,4,Unknown,Married,Less than $40K,Blue,2,2020,0,2621,0
793379058,48,F,3,Graduate,Single,Less than $40K,Blue,2,2214,1025,5084,0.463
720480183,45,F,3,Unknown,Divorced,Less than $40K,Blue,2,1811,787,4882,0.435
712974558,56,F,2,College,Single,Less than $40K,Blue,3,5254,0,4546,0
717409533,36,F,2,Post-Graduate,Single,Less than $40K,Blue,2,1821,1486,2824,0.816
712200033,44,F,4,High School,Single,Less than $40K,Blue,3,3024,0,4983,0
713563383,50,F,3,Unknown,Single,Less than $40K,Blue,3,1930,952,3862,0.493
802795608,54,F,2,High School,Single,Less than $40K,Blue,3,1517,556,4981,0.367
787452333,39,F,1,High School,Married,Less than $40K,Blue,2,2024,0,2870,0
709520058,53,M,5,Uneducated,Married,$120K +,Blue,2,19138,0,2028,0
819690933,56,M,1,Graduate,Single,$80K - $120K,Blue,3,16835,897,4059,0.053
820694133,60,F,0,High School,Married,Unknown,Blue,1,5549,0,2412,0
711800658,42,F,3,High School,Single,Less than $40K,Blue,3,2145,0,2465,0
717722958,43,M,3,Uneducated,Married,$80K - $120K,Blue,3,4654,1349,4277,0.29
712279683,44,M,3,Graduate,Married,$60K - $80K,Blue,3,9114,0,2740,0
716606733,33,F,1,Graduate,Single,$40K - $60K,Blue,2,3043,2054,4833,0.675
716060358,53,F,2,Graduate,Married,$40K - $60K,Blue,2,4621,913,4952,0.198
709158333,44,M,4,Graduate,Single,$60K - $80K,Blue,2,2758,461,4244,0.167
721113333,54,F,0,Graduate,Married,Less than $40K,Blue,2,1740,0,4751,0
712620858,34,F,4,Doctorate,Married,Unknown,Blue,2,7744,1804,4572,0.233
712855683,50,F,2,Post-Graduate,Married,Less than $40K,Blue,2,3350,1335,4906,0.399
715463133,40,M,5,High School,Single,$120K +,Blue,1,34516,1427,3699,0.041
716551533,47,F,1,High School,Single,Unknown,Blue,1,2874,2201,4779,0.766
771220758,40,F,3,Doctorate,Single,Unknown,Blue,1,2896,2100,4614,0.725
709920258,41,F,3,Graduate,Divorced,$40K - $60K,Blue,1,9294,1764,4531,0.19
708959583,47,M,2,High School,Married,$60K - $80K,Blue,2,9389,727,3415,0.077
712510833,44,M,3,College,Married,$40K - $60K,Blue,3,9317,847,4121,0.091
710840433,34,M,1,College,Unknown,$40K - $60K,Blue,1,7452,1656,3339,0.222
712853358,39,F,3,High School,Unknown,Less than $40K,Blue,3,1817,0,2216,0
788502858,58,M,3,High School,Single,$80K - $120K,Blue,2,10021,1952,4431,0.195
721139808,42,F,3,Graduate,Single,Less than $40K,Blue,2,2344,1081,3889,0.461
711375558,48,F,2,Uneducated,Single,$40K - $60K,Blue,3,3072,1734,4540,0.564
713798958,38,F,3,Unknown,Single,Less than $40K,Blue,3,1946,1430,4643,0.735
709362033,52,F,1,Graduate,Married,Less than $40K,Blue,5,1471,0,2253,0
719860308,42,F,2,Graduate,Married,Less than $40K,Blue,3,1438.3,0,2418,0
714443058,43,F,4,College,Married,Less than $40K,Blue,2,1484,0,1664,0
716315508,37,F,3,Post-Graduate,Married,$40K - $60K,Blue,2,3233,2517,1339,0.779
717651333,55,F,2,Graduate,Single,Less than $40K,Blue,3,1745,1168,4562,0.669
798489258,59,F,1,Uneducated,Divorced,Unknown,Blue,3,3709,1197,5557,0.323
710742408,53,F,2,College,Married,Less than $40K,Blue,1,2160,2057,4518,0.952
812089383,41,M,5,Unknown,Single,$80K - $120K,Blue,2,1438.3,892,4426,0.62
711968358,55,F,4,Graduate,Single,Less than $40K,Blue,2,2638,1423,4153,0.539
794227308,56,M,2,College,Married,$80K - $120K,Blue,1,10214,1433,4493,0.14
719845908,52,F,3,Uneducated,Single,Less than $40K,Blue,1,3240,0,4803,0
716851908,58,F,5,Unknown,Married,$40K - $60K,Blue,3,2038,1099,4784,0.539
720599658,49,M,1,Unknown,Married,$40K - $60K,Blue,2,1438.3,0,5104,0
720401658,53,F,3,Graduate,Single,Less than $40K,Blue,3,1438.3,1030,1985,0.716
827442858,56,M,3,High School,Divorced,$80K - $120K,Blue,3,8111,2051,3719,0.253
779034708,60,F,0,Doctorate,Married,Unknown,Blue,3,10730,970,4939,0.09
718806783,46,F,3,Uneducated,Married,Unknown,Blue,3,2872,357,2629,0.124
714484008,49,F,4,Uneducated,Married,Less than $40K,Blue,3,1567,0,2138,0
719176308,43,M,3,College,Divorced,$80K - $120K,Blue,3,7278,0,2120,0
769662033,45,F,2,College,Unknown,Less than $40K,Blue,2,1438.3,0,5025,0
721020858,34,F,1,College,Single,Unknown,Blue,2,3190,1959,4220,0.614
714630858,36,F,1,Uneducated,Unknown,Less than $40K,Blue,3,1470,458,2383,0.312
710838108,45,M,2,Graduate,Married,$80K - $120K,Blue,4,3081,2517,4317,0.817
712662783,43,F,2,College,Married,Unknown,Blue,2,3793,2517,2577,0.664
713160258,54,F,2,Graduate,Married,Less than $40K,Blue,2,3034,2033,4349,0.67
778163508,37,F,2,High School,Married,Unknown,Blue,1,5245,1044,4938,0.199
713785608,49,F,1,Doctorate,Single,Less than $40K,Blue,2,2960,0,4918,0
779905008,54,F,4,Graduate,Unknown,$40K - $60K,Blue,2,1779,0,2660,0
789491058,43,F,4,Graduate,Married,Less than $40K,Blue,3,1620,0,4570,0
793736958,49,M,3,High School,Single,$120K +,Blue,2,21680,1587,4410,0.073
720961383,47,F,3,Uneducated,Single,Unknown,Blue,3,2952,0,2907,0
714202008,53,F,2,High School,Married,Less than $40K,Blue,3,3918,2517,2115,0.642
721479108,52,M,1,Uneducated,Single,$120K +,Blue,1,12764,0,3332,0
715549158,29,F,1,Graduate,Married,Less than $40K,Blue,2,1438.3,0,4769,0
710308983,50,F,3,Graduate,Unknown,Less than $40K,Blue,1,3287,2517,4148,0.766
710981583,44,F,5,Unknown,Single,$40K - $60K,Blue,1,3891,1015,5131,0.261
712704933,49,F,4,High School,Unknown,$40K - $60K,Blue,3,4048,0,2227,0
716165508,51,M,2,Uneducated,Married,$60K - $80K,Blue,1,3559,0,4498,0
710630583,47,M,3,High School,Single,$60K - $80K,Blue,1,2843,1752,3738,0.616
709571958,58,F,2,Graduate,Single,Less than $40K,Blue,1,2127,0,4401,0
790115358,39,F,2,Unknown,Single,Less than $40K,Blue,1,4325,2418,4588,0.559
715904433,42,F,4,College,Married,$40K - $60K,Blue,3,1695,0,2055,0
709078908,48,F,3,High School,Single,Less than $40K,Blue,2,2648,1539,4926,0.581
717541308,61,F,2,Graduate,Single,Less than $40K,Blue,2,2602,1441,4838,0.554
779916408,39,F,4,Graduate,Single,Unknown,Blue,3,1811,0,4934,0
714979383,56,M,3,Graduate,Single,$60K - $80K,Blue,2,1891,1134,5255,0.6
711691608,46,F,4,Graduate,Single,Less than $40K,Blue,3,2881,2450,2450,0.85
788930358,42,F,4,College,Single,$40K - $60K,Blue,2,2827,1896,3891,0.671
716351208,48,F,3,Uneducated,Married,Less than $40K,Blue,3,4095,2517,4175,0.615
708266883,34,F,2,Graduate,Single,Less than $40K,Blue,2,1666,0,2312,0
718858683,42,F,1,Graduate,Married,Less than $40K,Blue,3,1438.3,0,4511,0
771617883,54,F,2,High School,Single,$40K - $60K,Blue,2,2205,1313,4904,0.595
718001508,41,F,3,Graduate,Married,Less than $40K,Blue,1,2890,2150,4377,0.744
708995283,50,F,1,Graduate,Unknown,Unknown,Blue,1,10417,2290,4871,0.22
721173183,57,F,2,Uneducated,Married,Unknown,Blue,1,2363,1876,4984,0.794
711102858,48,F,2,Doctorate,Single,Unknown,Blue,2,3137,860,1618,0.274
711722808,51,F,4,Graduate,Single,Less than $40K,Blue,3,1483,0,2520,0
787466808,35,F,0,Unknown,Married,Less than $40K,Blue,2,3009,2517,5329,0.836
716116383,45,F,1,Unknown,Married,Less than $40K,Blue,2,5087,2517,4682,0.495
713257083,46,F,4,Unknown,Married,$40K - $60K,Blue,3,1925,1202,4343,0.624
772661808,56,M,3,Graduate,Married,$120K +,Blue,1,7234,2055,5051,0.284
713382558,57,F,3,College,Single,Less than $40K,Blue,1,2063,953,4304,0.462
717596883,58,F,0,Graduate,Single,$40K - $60K,Blue,3,5530,1233,5270,0.223
712993008,58,F,1,Unknown,Single,Less than $40K,Blue,3,3819,1882,4533,0.493
824763783,59,F,0,College,Single,Less than $40K,Blue,2,2645,1127,4251,0.426
771730758,51,F,1,High School,Single,Unknown,Blue,3,5448,0,4443,0
780265458,56,F,2,Uneducated,Single,Less than $40K,Blue,2,3495,1427,4466,0.408
714256758,50,M,2,Unknown,Single,$60K - $80K,Blue,1,8074,0,4347,0
710292333,44,F,3,High School,Married,Unknown,Blue,3,7772,0,2618,0
712171158,42,F,2,High School,Married,Less than $40K,Blue,1,3124,0,4986,0
787339158,56,M,1,Graduate,Married,$80K - $120K,Blue,6,8688,0,2361,0
788782008,49,F,3,Unknown,Married,Less than $40K,Gold,3,15987,0,4146,0
714848958,47,F,2,Graduate,Single,Less than $40K,Gold,2,15109,897,2315,0.059
714987633,42,M,3,Graduate,Married,$60K - $80K,Blue,2,4953,2039,4026,0.412
717684858,50,M,3,Uneducated,Single,$120K +,Blue,3,22304,1333,5002,0.06
767376483,27,F,1,College,Married,Less than $40K,Blue,3,1893,0,5176,0
709901058,38,M,1,High School,Single,$40K - $60K,Blue,2,2232,1163,4185,0.521
823149483,52,F,1,Post-Graduate,Single,$40K - $60K,Blue,5,1766,0,4643,0
780073158,59,M,0,High School,Single,Less than $40K,Blue,1,3790,1149,4455,0.303
779998083,33,M,3,High School,Married,$40K - $60K,Blue,2,6392,1429,4069,0.224
713144208,51,F,0,High School,Married,Unknown,Blue,4,9989,568,2053,0.057
771594783,56,F,1,College,Married,Unknown,Blue,4,1438.3,0,2264,0
816613158,48,F,1,Doctorate,Married,Less than $40K,Blue,3,2559,1514,4117,0.592
770774133,53,M,3,Graduate,Single,$80K - $120K,Silver,2,34516,1198,4826,0.035
712300683,41,F,1,Graduate,Single,Less than $40K,Blue,2,1438.3,0,4897,0
714536208,50,F,3,Uneducated,Married,Less than $40K,Blue,2,2473,1675,4203,0.677
784880958,34,F,4,Graduate,Single,$40K - $60K,Blue,3,4022,1680,3776,0.418
713784558,59,F,1,Graduate,Single,$40K - $60K,Blue,2,3510,941,4833,0.268
719305608,57,F,3,High School,Single,Less than $40K,Blue,3,2347,1900,2447,0.81
720190083,56,F,3,Unknown,Single,Less than $40K,Blue,3,1632,0,2509,0
708323208,49,F,3,Uneducated,Married,Less than $40K,Blue,2,1522,0,2241,0
781183233,44,F,3,High School,Single,Less than $40K,Blue,1,2085,1528,3805,0.733
718825908,60,F,1,Doctorate,Single,Unknown,Blue,1,3803,1448,4575,0.381
716963283,47,F,3,Graduate,Unknown,Less than $40K,Blue,2,3165,2517,2751,0.795
714924483,60,F,1,Unknown,Single,Less than $40K,Blue,3,4628,2327,4226,0.503
779922183,52,F,1,High School,Married,Less than $40K,Blue,2,2253,1981,4758,0.879
719449533,49,F,3,Uneducated,Single,$40K - $60K,Blue,2,2655,2283,2386,0.86
712559058,54,M,0,High School,Single,$80K - $120K,Blue,3,20882,1525,4765,0.073
717853233,41,M,2,College,Married,$80K - $120K,Blue,1,3306,706,4772,0.214
790069233,45,F,3,High School,Divorced,Less than $40K,Blue,1,2052,0,4289,0
794576058,42,M,3,Graduate,Married,$80K - $120K,Blue,2,8480,1339,4070,0.158
779877858,53,F,2,College,Unknown,Less than $40K,Blue,3,2081,1342,4428,0.645
772334133,53,F,1,Graduate,Married,Unknown,Blue,1,4637,0,4583,0
714139308,53,M,3,Uneducated,Married,$60K - $80K,Blue,5,1438.3,0,4722,0
806634783,38,F,2,College,Married,Less than $40K,Blue,3,3420,1405,4267,0.411
720101658,26,F,0,Graduate,Single,Less than $40K,Blue,1,3416,1109,4614,0.325
719925483,46,M,4,Graduate,Married,$80K - $120K,Blue,1,2171,1043,4531,0.48
719572833,57,F,3,Graduate,Unknown,$40K - $60K,Blue,2,2791,1550,5440,0.555
720729108,32,F,0,Unknown,Single,Less than $40K,Blue,2,4445,1080,5373,0.243
819214233,43,F,3,Graduate,Married,Less than $40K,Blue,2,1530,0,5138,0
718896108,48,F,3,High School,Unknown,Less than $40K,Blue,1,1438.3,0,5014,0
713723433,52,F,4,High School,Single,Less than $40K,Blue,1,5721,0,4188,0
708514383,38,F,2,College,Married,Unknown,Blue,1,3809,1172,4314,0.308
716961033,48,F,3,High School,Single,Less than $40K,Blue,3,3520,2149,3630,0.611
778819083,41,F,2,Doctorate,Married,$40K - $60K,Blue,3,1604,0,2264,0
714773508,54,F,1,Graduate,Married,$40K - $60K,Blue,4,1632,351,2532,0.215
814181433,46,M,5,College,Married,$40K - $60K,Blue,3,3914,1683,4242,0.43
711984633,36,F,3,Graduate,Married,Less than $40K,Blue,2,2328,1953,4373,0.839
710662158,41,M,4,Unknown,Married,$120K +,Blue,3,34516,2517,2051,0.073
711356733,45,F,5,Unknown,Single,Less than $40K,Blue,2,3883,847,4667,0.218
711456108,46,F,4,Unknown,Married,$40K - $60K,Blue,3,1438.3,819,2488,0.569
780727833,51,F,3,High School,Single,Less than $40K,Blue,4,3229,2517,4526,0.779
771471708,44,F,2,Graduate,Unknown,Less than $40K,Blue,1,3080,1776,5097,0.577
714320358,38,F,2,College,Single,Less than $40K,Blue,1,2569,1288,4126,0.501
720700008,50,F,1,High School,Single,Less than $40K,Blue,1,4517,2238,4686,0.495
713027058,46,F,4,Doctorate,Single,Less than $40K,Blue,2,2292,0,2595,0
778228458,52,F,3,Uneducated,Single,Less than $40K,Blue,3,2510,1928,4943,0.768
781137783,40,M,3,High School,Unknown,Less than $40K,Blue,3,2420,191,2478,0.079
719821908,38,F,2,High School,Single,Less than $40K,Blue,1,2703,0,2752,0
720537633,44,F,3,Doctorate,Married,Less than $40K,Blue,3,3047,2139,4961,0.702
712378983,54,M,1,Unknown,Single,$80K - $120K,Blue,6,7570,965,2599,0.127
763681908,34,F,3,Unknown,Married,Less than $40K,Blue,2,5795,924,5674,0.159
721164483,46,F,2,College,Married,$40K - $60K,Blue,1,1441,642,4894,0.446
715447008,50,F,3,Graduate,Married,Less than $40K,Blue,3,2999,1817,5119,0.606
769676358,38,M,2,High School,Single,$60K - $80K,Blue,1,1438.3,1309,5066,0.91
710487033,44,F,2,High School,Married,$40K - $60K,Blue,3,1438.3,0,4445,0
714197133,51,F,3,College,Married,$40K - $60K,Blue,3,4762,0,2811,0
718488783,40,M,3,College,Unknown,$40K - $60K,Blue,2,4802,1701,4821,0.354
715663458,51,F,4,Unknown,Married,Less than $40K,Blue,3,2268,651,5016,0.287
717865008,51,F,1,Unknown,Married,$40K - $60K,Blue,1,1438.3,468,4425,0.325
771400608,56,F,2,Graduate,Married,Unknown,Blue,1,8204,1375,4727,0.168
708148158,39,F,4,Unknown,Married,Unknown,Blue,3,1827,0,4207,0
720589008,47,F,3,Doctorate,Unknown,Unknown,Blue,3,4072,1594,4317,0.391
784795083,31,F,1,High School,Divorced,Less than $40K,Blue,1,1984,0,4794,0
809844108,48,M,2,Doctorate,Single,$60K - $80K,Blue,1,8086,0,4775,0
711521958,51,F,2,Unknown,Single,Less than $40K,Blue,2,1588,1506,4660,0.948
711833508,47,M,2,High School,Single,$40K - $60K,Blue,3,1536,0,4643,0
713146683,35,F,1,High School,Unknown,Unknown,Blue,3,4460,0,5473,0
716968683,46,F,5,High School,Single,Unknown,Blue,2,11287,1513,5157,0.134
716279508,48,M,3,College,Married,$80K - $120K,Blue,3,3430,2517,2639,0.734
771336783,51,F,3,High School,Single,Less than $40K,Blue,3,1759,1345,4351,0.765
717502083,41,M,3,Doctorate,Single,$120K +,Blue,2,6314,0,2718,0
714843483,57,F,3,Uneducated,Single,Unknown,Blue,1,7176,1493,5063,0.208
709745508,58,F,2,Unknown,Divorced,$40K - $60K,Blue,4,2295,0,2140,0
711382458,43,M,5,Graduate,Married,$60K - $80K,Blue,3,1438.3,0,2389,0
712190358,48,F,4,Uneducated,Married,Less than $40K,Blue,3,1843,1802,5199,0.978
788805858,49,M,3,College,Divorced,$40K - $60K,Blue,3,2181,1218,4997,0.558
709102458,47,M,2,High School,Single,$80K - $120K,Blue,3,4754,0,2607,0
712533708,43,M,0,High School,Single,$80K - $120K,Blue,2,11247,0,4894,0
720326733,55,M,2,Graduate,Single,$120K +,Blue,3,16258,865,3761,0.053
713605908,49,M,3,Graduate,Married,$120K +,Blue,1,34516,1316,3863,0.038
711598533,43,M,1,High School,Married,$60K - $80K,Blue,2,4255,1729,3607,0.406
795855258,48,F,4,College,Single,Less than $40K,Blue,3,1438.3,0,5045,0
826783233,57,F,3,High School,Single,Less than $40K,Blue,3,3029,2214,4750,0.731
789228108,56,F,4,Graduate,Single,Unknown,Blue,2,9091,1306,4378,0.144
785230083,50,M,2,Uneducated,Single,$60K - $80K,Blue,2,3318,2349,4905,0.708
807946833,44,F,2,Graduate,Single,Less than $40K,Blue,3,1791,0,2771,0
711011508,43,F,3,Graduate,Single,Less than $40K,Blue,3,1620,771,4387,0.476
718632933,58,F,1,College,Single,Less than $40K,Blue,5,1552,0,4731,0
717284133,53,F,1,High School,Married,Less than $40K,Blue,2,3472,2517,4520,0.725
711701058,48,F,4,Graduate,Married,Less than $40K,Silver,2,10973,1466,4892,0.134
712228458,50,M,2,Unknown,Unknown,$120K +,Blue,3,25645,1083,4302,0.042
717146208,59,F,1,Graduate,Single,Less than $40K,Blue,4,4257,2517,2828,0.591
719028783,42,F,1,Graduate,Married,Less than $40K,Blue,3,3422,0,4486,0
713274183,45,F,1,Graduate,Single,Less than $40K,Blue,1,4977,1411,4182,0.284
789218433,33,F,3,Unknown,Married,$40K - $60K,Blue,3,1438.3,0,4528,0
790139583,39,F,0,Graduate,Divorced,Less than $40K,Blue,2,1438.3,801,4386,0.557
720218658,40,F,1,Unknown,Married,Unknown,Blue,3,3369,756,4501,0.224
747074058,47,F,3,Unknown,Single,Unknown,Blue,3,7114,1637,4758,0.23
719170683,38,M,1,Unknown,Single,$80K - $120K,Blue,2,10972,0,4401,0
708753633,45,F,3,Doctorate,Married,$40K - $60K,Blue,1,1438.3,0,4462,0
710780883,48,F,5,Uneducated,Single,$40K - $60K,Blue,2,2446,1461,4610,0.597
785237958,45,M,5,College,Married,$60K - $80K,Blue,3,3439,0,2661,0
711333933,56,F,3,Post-Graduate,Single,$40K - $60K,Blue,1,3005,1660,4586,0.552
710797833,50,F,5,Graduate,Married,Less than $40K,Blue,3,2033,841,4360,0.414
720154533,53,F,4,Graduate,Unknown,Less than $40K,Blue,3,2415,1643,5063,0.68
719123958,40,M,4,Unknown,Divorced,$60K - $80K,Blue,2,5051,0,2137,0
780942633,49,M,4,High School,Married,Unknown,Blue,1,3519,1336,3552,0.38
720034983,26,M,0,Unknown,Unknown,Less than $40K,Silver,1,10254,0,4258,0
717307158,48,F,3,Unknown,Single,Less than $40K,Blue,1,1853,1314,5331,0.709
708876183,51,M,1,High School,Single,$60K - $80K,Silver,3,28673,0,3722,0
712660308,44,F,1,High School,Single,Less than $40K,Blue,3,1895,0,2472,0
715958583,56,F,2,High School,Married,Less than $40K,Blue,2,2041,1158,3588,0.567
771546708,46,F,2,Graduate,Single,Less than $40K,Blue,2,1438.3,0,5013,0
711252258,54,F,1,High School,Single,Less than $40K,Blue,3,1572,985,4148,0.627
772585008,48,F,4,High School,Married,Unknown,Blue,3,3187,1937,5111,0.608
751143858,59,F,1,High School,Single,Unknown,Blue,1,7427,2421,4636,0.326
708824958,50,F,4,High School,Single,Less than $40K,Blue,1,1460,0,4265,0
819612933,52,M,3,Graduate,Single,$80K - $120K,Blue,3,25410,0,5472,0
712804383,56,F,0,College,Married,Less than $40K,Blue,1,2143,1194,4684,0.557
790149483,42,M,3,Uneducated,Single,$40K - $60K,Blue,3,8566,1484,4195,0.173
712121508,43,M,3,Uneducated,Single,$60K - $80K,Blue,2,1438.3,0,5200,0
778853358,59,F,0,College,Single,Less than $40K,Blue,3,3297,0,4783,0
716512383,39,F,2,High School,Married,Less than $40K,Blue,3,2816,2517,4817,0.894
823548858,53,F,4,Graduate,Married,Unknown,Blue,5,10533,330,2585,0.031
712144158,53,F,1,Graduate,Single,Less than $40K,Blue,6,2370,1166,2164,0.492
824560758,35,F,3,Graduate,Single,Less than $40K,Blue,3,1678,0,2475,0
757710783,36,F,1,Graduate,Married,Less than $40K,Blue,2,1493,0,2516,0
713081583,51,F,4,Unknown,Married,Less than $40K,Blue,2,2350,1272,4647,0.541
710481333,50,F,4,High School,Married,Less than $40K,Blue,3,2690,1614,2272,0.6
721060083,42,F,3,College,Married,Unknown,Blue,1,7226,1889,4653,0.261
713759583,54,F,3,High School,Married,Less than $40K,Blue,1,3173,1822,4883,0.574
717547383,43,F,2,Graduate,Married,Less than $40K,Blue,3,2890,1392,4233,0.482
711683358,46,F,3,High School,Unknown,Less than $40K,Blue,3,3313,0,2135,0
710044308,40,F,4,Graduate,Single,$40K - $60K,Blue,2,2625,1594,2480,0.607
713101383,44,F,2,Unknown,Married,$40K - $60K,Blue,1,1834,0,5402,0
757685733,43,F,2,Graduate,Single,Less than $40K,Blue,2,3226,2145,5066,0.665
717823383,56,M,4,Unknown,Married,$60K - $80K,Blue,1,3426,1841,4268,0.537
796029483,49,F,3,Graduate,Married,Less than $40K,Blue,3,2174,785,3890,0.361
710099358,60,F,1,Unknown,Single,$40K - $60K,Blue,3,3959,0,4935,0
713872008,49,F,1,High School,Married,Less than $40K,Blue,3,2215,1347,4656,0.608
788802483,47,F,3,Uneducated,Unknown,Less than $40K,Blue,2,2814,1595,4766,0.567
817988433,56,M,3,Unknown,Single,$60K - $80K,Blue,2,6941,1013,4097,0.146
823554783,44,F,3,College,Single,Unknown,Blue,1,3269,0,5022,0
710643183,42,F,2,High School,Single,Less than $40K,Blue,2,3172,1160,4163,0.366
779859558,54,F,3,High School,Married,Less than $40K,Blue,2,2452,1012,2398,0.413
798238008,36,F,2,Uneducated,Married,Less than $40K,Blue,1,5070,0,4644,0
811974483,56,M,2,Graduate,Single,$40K - $60K,Blue,3,1466,723,5110,0.493
778471758,52,F,2,Graduate,Married,Less than $40K,Blue,3,2427,2362,4663,0.973
718513233,59,M,2,Graduate,Single,$120K +,Blue,3,17999,1861,4740,0.103
718147233,44,F,1,High School,Married,$40K - $60K,Blue,2,4553,1538,4999,0.338
713700258,55,F,1,Post-Graduate,Married,Unknown,Blue,3,2953,1896,4644,0.642
780670083,39,F,2,Unknown,Unknown,$40K - $60K,Blue,2,4363,0,2596,0
711438033,57,F,1,Graduate,Married,Less than $40K,Blue,3,1894,0,5750,0
712253058,48,F,3,High School,Married,Less than $40K,Blue,2,2097,1255,4189,0.598
713519508,47,M,4,High School,Divorced,$60K - $80K,Blue,1,1983,989,5065,0.499
789992733,50,F,1,Unknown,Unknown,Less than $40K,Blue,1,2210,1539,4937,0.696
710110683,52,M,2,College,Married,$60K - $80K,Blue,1,7879,1007,4844,0.128
720260433,46,F,3,High School,Married,$40K - $60K,Blue,3,3336,1687,5577,0.506
714148758,34,F,2,Post-Graduate,Married,Less than $40K,Blue,3,1726,1398,5228,0.81
715522233,45,F,3,Doctorate,Single,Less than $40K,Blue,6,2917,1523,4878,0.522
712790358,39,F,3,Uneducated,Married,Unknown,Blue,3,3023,1348,2219,0.446
714943233,49,M,2,Doctorate,Married,$40K - $60K,Blue,2,1915,1545,3911,0.807
789579033,43,M,3,Graduate,Unknown,$40K - $60K,Blue,3,4878,2098,5021,0.43
708952758,41,F,3,College,Married,Less than $40K,Blue,1,2066,1542,4887,0.746
721374033,53,F,1,High School,Married,$40K - $60K,Blue,3,2164,1115,4341,0.515
808891983,42,F,5,Graduate,Unknown,Less than $40K,Blue,3,6250,1835,4042,0.294
794516508,43,F,3,High School,Married,Less than $40K,Blue,2,1484,0,4838,0
714032883,45,M,2,College,Unknown,$40K - $60K,Blue,1,4718,1591,4598,0.337
778722033,44,F,2,Uneducated,Married,Less than $40K,Blue,2,2275,1265,5626,0.556
823578483,44,F,4,High School,Single,Less than $40K,Blue,1,1438.3,1169,4429,0.813
715148658,51,F,2,Graduate,Married,Less than $40K,Blue,3,3683,1039,4684,0.282
709669533,38,F,1,High School,Divorced,Less than $40K,Blue,3,2722,1303,4488,0.479
787467858,43,M,1,High School,Married,$80K - $120K,Silver,1,34516,2045,4081,0.059
708671733,48,M,4,Graduate,Married,$60K - $80K,Blue,3,2072,1499,4091,0.723
709790058,53,M,4,Graduate,Married,$120K +,Blue,1,6383,1512,4985,0.237
712714008,39,F,4,Unknown,Married,$40K - $60K,Blue,3,2725,2302,4714,0.845
715191258,47,F,5,Unknown,Married,Unknown,Blue,2,2675,1999,4138,0.747
757722708,42,M,3,College,Married,$60K - $80K,Blue,3,1438.3,0,4246,0
718086783,50,M,5,Uneducated,Married,$120K +,Blue,2,13478,0,4738,0
815253708,46,F,2,High School,Divorced,Less than $40K,Blue,2,2841,1807,4144,0.636
715083633,33,F,1,Uneducated,Married,Less than $40K,Blue,2,1830,1777,5271,0.971
792098883,37,M,2,Doctorate,Single,$120K +,Blue,1,2360,1204,3696,0.51
711873858,43,M,3,High School,Married,$60K - $80K,Blue,3,3717,1882,4667,0.506
